text,duration,question,answer,speech_path,whisper_transcription
then i drank half of the hornful and sent the rest across the fire to the farmer he took it and smiled saying,6.615,What did the speaker do with the hornful of drink?,The speaker drank half of it and then sent the rest to the farmer.,LibriSpeech/test-clean/5142/33396/5142-33396-0034.wav,
did you ever have such a lordly guest before i went on,3.9450000000000003,"Who is the speaker referring to as a ""lordly guest""?",The speaker is referring to a guest they had before they went on something.,LibriSpeech/test-clean/5142/33396/5142-33396-0035.wav,
so i will give out this law that my men shall never leave you alone,4.26,What is the speaker referring to when they mention giving out a law?,The speaker is referring to a law that ensures their men will never leave the other person alone.,LibriSpeech/test-clean/5142/33396/5142-33396-0036.wav,
hakon there shall be your constant companion friend farmer,3.575,Who will be Hakon's constant companion?,Friend Farmer shall be Hakon's constant companion.,LibriSpeech/test-clean/5142/33396/5142-33396-0037.wav,
he shall not leave you day or night whether you are working or playing or sleeping,4.18,"When does he promise to stay with you, regardless of whether you are working or playing or sleeping?",He shall not leave you day or night.,LibriSpeech/test-clean/5142/33396/5142-33396-0038.wav,
i named nine others and said,1.995,How many names did the person in the text mention?,The person mentioned nine other names.,LibriSpeech/test-clean/5142/33396/5142-33396-0039.wav,
and these shall follow your thralls in the same way,2.81,"Who or what is being referred to as ""these""?","The phrase ""these"" is referring to something or someone that will follow the thralls.",LibriSpeech/test-clean/5142/33396/5142-33396-0040.wav,
so i set guards over every one in that house,2.83,What did the speaker do in regards to the people in that house?,The speaker set guards over every one in that house.,LibriSpeech/test-clean/5142/33396/5142-33396-0041.wav,
so no tales got out to the neighbors besides it was a lonely place and by good luck no one came that way,6.095,Did anyone know about the lonely place mentioned in the text?,"No, no tales got out to the neighbors about the lonely place, and by good luck, no one came that way.",LibriSpeech/test-clean/5142/33396/5142-33396-0042.wav,
their eyes danced big thorleif stood up and stretched himself,3.77,What was the physical reaction of the people when Thorleif stood up and stretched himself?,Their eyes danced big.,LibriSpeech/test-clean/5142/33396/5142-33396-0043.wav,
i am stiff with long sitting he said i itch for a fight i turned to the farmer,4.855,What did the speaker want after sitting for a long time?,"The speaker said, ""I itch for a fight.""",LibriSpeech/test-clean/5142/33396/5142-33396-0044.wav,
this is our last feast with you i said,2.385,"What is the speaker indicating with the statement, ""this is our last feast with you""?",The speaker is suggesting that the current gathering is the final meal shared with the person they are addressing.,LibriSpeech/test-clean/5142/33396/5142-33396-0045.wav,
by the beard of odin i cried you have taken our joke like a man,3.745,Whose beard is mentioned in the text?,The beard of Odin is mentioned in the text.,LibriSpeech/test-clean/5142/33396/5142-33396-0046.wav,
my men pounded the table with their fists,2.535,"What action did ""my men"" take at the table?","""My men pounded the table with their fists.""",LibriSpeech/test-clean/5142/33396/5142-33396-0047.wav,
by the hammer of thor shouted grim here is no stingy coward,3.96,What is Grim shouting about and who is he referring to in his statement?,Grim is shouting about a certain individual whom he describes as a fearless and brave person.,LibriSpeech/test-clean/5142/33396/5142-33396-0048.wav,
here friend take it and he thrust it into the farmer's hand,3.305,Who took something and handed it to the farmer forcefully?,The friend.,LibriSpeech/test-clean/5142/33396/5142-33396-0049.wav,
may you drink heart's ease from it for many years,2.885,What is the desired outcome when consuming the mentioned drink?,The desired outcome of consuming the mentioned drink is to experience a sense of tranquility and calmness for an extended period of time.,LibriSpeech/test-clean/5142/33396/5142-33396-0050.wav,
and with it i leave you a name sif the friendly i shall hope to drink with you sometime in valhalla,5.57,"What does the phrase ""sif the friendly"" refer to in the given English text?","The phrase ""sif the friendly"" refers to a name of someone mentioned in the text whom the speaker hopes to drink with in Valhalla.",LibriSpeech/test-clean/5142/33396/5142-33396-0051.wav,
here is a ring for sif the friendly and here is a bracelet a sword would not be ashamed to hang at your side,5.88,What kind of gift is being given to Sif?,A ring is being given to Sif.,LibriSpeech/test-clean/5142/33396/5142-33396-0052.wav,
i took five great bracelets of gold from our treasure chest and gave them to him,3.93,What did the person do with the bracelets after taking them from the treasure chest?,The person gave the five great bracelets of gold to someone else.,LibriSpeech/test-clean/5142/33396/5142-33396-0053.wav,
that is the best way to decide for the spear will always point somewhere and one thing is as good as another,5.745,"How can one determine the best way to decide when there are multiple options, each seemingly equal in value?","The best way to decide is to recognize that the spear will always point somewhere, indicating that one option is as good as another.",LibriSpeech/test-clean/5142/33396/5142-33396-0054.wav,
that time it pointed us into your father's ships,2.77,Where did it point us?,It pointed us into your father's ships.,LibriSpeech/test-clean/5142/33396/5142-33396-0055.wav,
here they said is a rascal who has been harrying our coasts,3.07,Who has been causing trouble and harassing our coasts according to what they said here?,They said here that a rascal has been harrying our coasts.,LibriSpeech/test-clean/5142/33396/5142-33396-0056.wav,
we sunk his ship and men but him we brought to you,3.075,What happened to the ship and the crew members?,"The ship was sunk and the crew members lost, except for one person who was brought to someone.",LibriSpeech/test-clean/5142/33396/5142-33396-0057.wav,
a robber viking said the king and scowled at me,3.225,Who scowled at you and what did they say?,The robber Viking scowled at me and said the king.,LibriSpeech/test-clean/5142/33396/5142-33396-0058.wav,
yes and with all your fingers it took you a year to catch me the king frowned more angrily,5.47,How did the king react to the person's attempt to catch them?,The king frowned more angrily.,LibriSpeech/test-clean/5142/33396/5142-33396-0059.wav,
take him out thorkel and let him taste your sword,2.615,What is the instructed action for Thorkel to take in the given English text?,Thorkel is being told to take the person out and make him experience the taste of his sword.,LibriSpeech/test-clean/5142/33396/5142-33396-0060.wav,
your mother the queen was standing by,2.14,Who was standing by?,"Your mother, the queen, was standing by.",LibriSpeech/test-clean/5142/33396/5142-33396-0061.wav,
now she put her hand on his arm and smiled and said,2.9,How did the woman react to the situation?,Now she put her hand on his arm and smiled and said.,LibriSpeech/test-clean/5142/33396/5142-33396-0062.wav,
and would he not be a good gift for our baby,2.515,What is being suggested about the baby in relation to someone mentioned in the text? ,Would the mentioned person not make a good gift for our baby?,LibriSpeech/test-clean/5142/33396/5142-33396-0063.wav,
your father thought a moment then looked at your mother and smiled,3.3,What was the reaction of the father after thinking for a while?,The father looked at the mother and smiled.,LibriSpeech/test-clean/5142/33396/5142-33396-0064.wav,
soft heart he said gently to her then to thorkel well let him go thorkel,5.195,How did the person speak to the woman and Thorkel about someone?,How did he speak to the woman and Thorkel about someone?,LibriSpeech/test-clean/5142/33396/5142-33396-0065.wav,
then he turned to me again frowning,2.215,How did the person being referred to react after their initial interaction?,The person turned back to me with a frown.,LibriSpeech/test-clean/5142/33396/5142-33396-0066.wav,
but young sharp tongue now that we have caught you we will put you into a trap that you cannot get out of,5.565,What do they plan to do with the young person they have captured?,They intend to put the young person into a trap from which they cannot escape.,LibriSpeech/test-clean/5142/33396/5142-33396-0067.wav,
so i lived and now am your tooth thrall well it is the luck of war,4.235,"What is the speaker referring to as ""the luck of war"" in regards to their current situation?",The speaker is referring to the fact that they have now become a tooth thrall as a result of war.,LibriSpeech/test-clean/5142/33396/5142-33396-0068.wav,
chapter seven on the races of man,2.525,What is the topic of chapter seven?,"The topic of chapter seven is ""the races of man.""",LibriSpeech/test-clean/5142/36600/5142-36600-0000.wav,
in determining whether two or more allied forms ought to be ranked as species or varieties naturalists are practically guided by the following considerations namely the amount of difference between them and whether such differences relate to few or many points of structure and whether they are of physiological importance but more especially whether they are constant,20.185,What considerations do naturalists use to determine whether two or more allied forms should be classified as species or varieties?,"Naturalists are practically guided by several considerations, including the amount of difference between the forms, whether these differences relate to few or many points of structure, whether they are of physiological importance, and most importantly, whether they are constant.",LibriSpeech/test-clean/5142/36600/5142-36600-0001.wav,
it was one of the masterly and charming stories of dumas the elder,3.38,Who wrote the masterly and charming story?,Dumas the elder.,LibriSpeech/test-clean/5142/36377/5142-36377-0000.wav,
in five minutes i was in a new world and my melancholy room was full of the liveliest french company,5.39,What happened in just five minutes that transformed the speaker's room into a lively place?,The speaker entered a new world filled with the liveliest French company.,LibriSpeech/test-clean/5142/36377/5142-36377-0001.wav,
the sound of an imperative and uncompromising bell recalled me in due time to the regions of reality,5.62,What brought the speaker back to reality?,The sound of an imperative and uncompromising bell recalled the speaker in due time to the regions of reality.,LibriSpeech/test-clean/5142/36377/5142-36377-0002.wav,
ambrose met me at the bottom of the stairs and showed me the way to the supper room,3.91,Who showed the way to the supper room?,Ambrose.,LibriSpeech/test-clean/5142/36377/5142-36377-0003.wav,
she signed to me with a ghostly solemnity to take the vacant place on the left of her father,5.485,How did she gesture to me when indicating where I should sit?,She signed to me with a ghostly solemnity to take the vacant place on the left of her father.,LibriSpeech/test-clean/5142/36377/5142-36377-0004.wav,
the door opened again while i was still studying the two brothers without i honestly confess being very favorably impressed by either of them,7.085,How did the speaker feel about the two brothers after studying them for some time?,The speaker honestly confesses that they were not very favorably impressed by either of the two brothers.,LibriSpeech/test-clean/5142/36377/5142-36377-0005.wav,
a new member of the family circle who instantly attracted my attention entered the room,4.635,Who entered the room and caught your attention?,A new member of the family circle entered the room and instantly attracted my attention.,LibriSpeech/test-clean/5142/36377/5142-36377-0006.wav,
a little cracked that in the popular phrase was my impression of the stranger who now made his appearance in the supper room,6.18,How was the stranger described in the supper room?,"The stranger was described as ""a little cracked"" in the popular phrase.",LibriSpeech/test-clean/5142/36377/5142-36377-0007.wav,
mister meadowcroft the elder having not spoken one word thus far himself introduced the newcomer to me with a side glance at his sons which had something like defiance in it a glance which as i was sorry to notice was returned with the defiance on their side by the two young men,15.425,How did Mr. Meadowcroft introduce the newcomer to the speaker's notice?,"Mr. Meadowcroft introduced the newcomer to the speaker with a side glance at his sons, which had a defiant undertone.",LibriSpeech/test-clean/5142/36377/5142-36377-0008.wav,
philip lefrank this is my overlooker mister jago said the old man formally presenting us,5.14,Who is Philip Lefrank?,Philip Lefrank is the name of the person mentioned in the English text.,LibriSpeech/test-clean/5142/36377/5142-36377-0009.wav,
he is not well he has come over the ocean for rest and change of scene,4.2949375,Why did he come over the ocean?,He came over the ocean for rest and change of scene.,LibriSpeech/test-clean/5142/36377/5142-36377-0010.wav,
mister jago is an american philip,2.1650625,Where is Mister Jago from?,Mister Jago is from America.,LibriSpeech/test-clean/5142/36377/5142-36377-0011.wav,
make acquaintance with mister jago sit together,2.715,What do the individuals in the English text do?,They make acquaintance with Mister Jago and sit together.,LibriSpeech/test-clean/5142/36377/5142-36377-0012.wav,
they pointedly drew back from john jago as he approached the empty chair next to me and moved round to the opposite side of the table,6.585,How did the others react when John Jago approached the empty chair next to me?,They pointedly drew back from John Jago as he approached the empty chair next to me and moved around to the opposite side of the table.,LibriSpeech/test-clean/5142/36377/5142-36377-0013.wav,
a pretty girl and so far as i could judge by appearances a good girl too describing her generally i may say that she had a small head well carried and well set on her shoulders bright gray eyes that looked at you honestly and meant what they looked a trim slight little figure too slight for our english notions of beauty a strong american accent and a rare thing in america a pleasantly toned voice which made the accent agreeable to english ears,25.415,What were some physical characteristics and qualities of the girl described in the text?,"The girl in the text had a small, well-positioned head and bright gray eyes that had an honest and genuine expression. Additionally, she had a trim and slender figure, although it was considered too slight for typical English beauty standards. She possessed a strong American accent but surprisingly had a pleasantly toned voice, which made her accent agreeable to English ears.",LibriSpeech/test-clean/5142/36377/5142-36377-0014.wav,
our first impressions of people are in nine cases out of ten the right impressions,4.34,Are our initial impressions of people usually accurate? ,"Yes, in nine instances out of ten, our first impressions of people are indeed the correct impressions.",LibriSpeech/test-clean/5142/36377/5142-36377-0015.wav,
for once in a way i proved a true prophet,2.765,What did the speaker do for the first time in a significant manner?,The speaker proved themselves to be a true prophet.,LibriSpeech/test-clean/5142/36377/5142-36377-0016.wav,
the only cheerful conversation was the conversation across the table between naomi and me,4.6850000000000005,Who were the only people having a cheerful conversation?,Naomi and the speaker (the person writing the text).,LibriSpeech/test-clean/5142/36377/5142-36377-0017.wav,
he looked up at naomi doubtingly from his plate and looked down again slowly with a frown,4.97,How did he react when he saw Naomi looking at him?,He looked up at Naomi doubtingly from his plate and looked down again slowly with a frown.,LibriSpeech/test-clean/5142/36377/5142-36377-0018.wav,
when i addressed him he answered constrainedly,2.415,How did he respond when you addressed him?,He answered constrainedly.,LibriSpeech/test-clean/5142/36377/5142-36377-0019.wav,
a more dreary and more disunited family party i never sat at the table with,4.53,How would you describe the atmosphere of the family party you attended?,a more dreary and more disunited family party I never sat at the table with.,LibriSpeech/test-clean/5142/36377/5142-36377-0020.wav,
envy hatred malice and uncharitableness are never so essentially detestable to my mind as when they are animated by a sense of propriety and work under the surface but for my interest in naomi and my other interest in the little love looks which i now and then surprised passing between her and ambrose i should never have sat through that supper,18.87,What feelings are particularly disliked by the speaker when they are fueled by a sense of correctness?,"Envy, hatred, malice, and uncharitableness are especially detestable to the speaker's mind when they are driven by a sense of propriety.",LibriSpeech/test-clean/5142/36377/5142-36377-0021.wav,
i wish you good night she laid her bony hands on the back of mister meadowcroft's invalid chair cut him short in his farewell salutation to me and wheeled him out to his bed as if she were wheeling him out to his grave,11.245,What did the person do after she placed her hands on Mr. Meadowcroft's chair and interrupted his farewell to the speaker?,She proceeded to wheel him out to his bed as if she was taking him to his final resting place.,LibriSpeech/test-clean/5142/36377/5142-36377-0022.wav,
you were quite right to say no ambrose began never smoke with john jago his cigars will poison you,5.79,Why did Ambrose advise against smoking John Jago's cigars?,Ambrose warned against smoking John Jago's cigars due to the possibility of them being poisonous.,LibriSpeech/test-clean/5142/36377/5142-36377-0023.wav,
naomi shook her forefinger reproachfully at them as if the two sturdy young farmers had been two children,5.78,How did Naomi react to the two sturdy young farmers?,"Naomi reproachfully shook her forefinger at them, treating them as if they were two children.",LibriSpeech/test-clean/5142/36377/5142-36377-0024.wav,
silas slunk away without a word of protest ambrose stood his ground evidently bent on making his peace with naomi before he left her seeing that i was in the way i walked aside toward a glass door at the lower end of the room,11.885,What did Silas do when he left?,Silas slunk away quietly without saying anything to protest.,LibriSpeech/test-clean/5142/36377/5142-36377-0025.wav,
it is manifest that man is now subject to much variability,3.65,What is evident about the condition of man according to the text?,The text suggests that man is currently experiencing significant levels of variability.,LibriSpeech/test-clean/5142/36586/5142-36586-0000.wav,
so it is with the lower animals,2.215,How do lower animals compare to humans in certain aspects?,So it is with the lower animals.,LibriSpeech/test-clean/5142/36586/5142-36586-0001.wav,
the variability of multiple parts,2.335,What is the subject of the English text?,The subject of the English text is the variability of multiple parts.,LibriSpeech/test-clean/5142/36586/5142-36586-0002.wav,
but this subject will be more properly discussed when we treat of the different races of mankind,5.055,When will the subject of the different races of mankind be discussed?,The subject of the different races of mankind will be more properly discussed at a later time.,LibriSpeech/test-clean/5142/36586/5142-36586-0003.wav,
effects of the increased use and disuse of parts,3.565,What are the effects of increased use and disuse of parts?,"The effects of increased use and disuse of parts can vary depending on the specific part in question. Generally, increased use can lead to wear and tear, resulting in the part deteriorating or even breaking down. On the other hand, disuse can cause certain parts to become rusty, stiff, or less efficient due to lack of lubrication or movement. It is important to appropriately balance the use and disuse of parts to ensure their longevity and optimum functioning.",LibriSpeech/test-clean/5142/36586/5142-36586-0004.wav,
nature of the effect produced by early impressions,4.775,What is the nature of the effect produced by early impressions?,The nature of the effect produced by early impressions is yet to be determined without further information.,LibriSpeech/test-clean/7021/79759/7021-79759-0000.wav,
that is comparatively nothing,2.48,How significant is the value being referred to in the English text?,It is being described as being insignificant.,LibriSpeech/test-clean/7021/79759/7021-79759-0001.wav,
they are chiefly formed from combinations of the impressions made in childhood,5.25,What are the basis of their formations?,The formations are chiefly based on combinations of childhood impressions.,LibriSpeech/test-clean/7021/79759/7021-79759-0002.wav,
vast importance and influence of this mental furnishing,4.62,What is the significance of this mental furnishing?,The significance of this mental furnishing lies in its vast importance and influence.,LibriSpeech/test-clean/7021/79759/7021-79759-0003.wav,
without going to any such extreme as this we can easily see on reflection how vast an influence on the ideas and conceptions as well as on the principles of action in mature years must be exerted by the nature and character of the images which the period of infancy and childhood impresses upon the mind,24.47,"How does the nature and character of the images impressed upon the mind in infancy and childhood influence ideas, conceptions, and principles of action in later years?","Without going to extreme measures, it becomes apparent upon reflection that the nature and character of the images imprinted during infancy and childhood exert a significant influence on one's ideas, conceptions, and principles of action in adulthood.",LibriSpeech/test-clean/7021/79759/7021-79759-0004.wav,
the pain produced by an act of hasty and angry violence to which a father subjects his son may soon pass away but the memory of it does not pass away with the pain,13.02,What might happen to the memory of an act of hasty and angry violence carried out by a father towards his son?,The memory of the act does not fade away with the passing of the pain it caused.,LibriSpeech/test-clean/7021/79759/7021-79759-0005.wav,
but anders cared nothing about that,3.02,What did Anders care about?,Nothing.,LibriSpeech/test-clean/7021/85628/7021-85628-0000.wav,
he made a bow so deep that his back came near breaking and he was dumbfounded i can tell you when he saw it was nobody but anders,11.33,How did the man react when he realized that the person he encountered was Anders?,He made a bow so deep that his back came near breaking and he was dumbfounded.,LibriSpeech/test-clean/7021/85628/7021-85628-0001.wav,
he was such a big boy that he wore high boots and carried a jack knife,6.455,How would you describe the physical appearance of the boy in the text?,The boy in the text was described as being so big that he wore high boots and carried a jack knife.,LibriSpeech/test-clean/7021/85628/7021-85628-0002.wav,
now this knife was a splendid one though half the blade was gone and the handle was a little cracked and anders knew that one is almost a man as soon as one has a jack knife,15.29,How does Anders perceive someone who possesses a jack knife?,"Anders believes that one is almost a man once they own a jack knife, no matter if it is slightly damaged or not.",LibriSpeech/test-clean/7021/85628/7021-85628-0003.wav,
yes why not thought anders,2.805,What was Anders' reaction when he was asked if he wanted to do something? ,"Anders responded with a positive attitude, saying ""Yes, why not?""",LibriSpeech/test-clean/7021/85628/7021-85628-0004.wav,
seeing that i am so fine i may as well go and visit the king,5.015,How does the speaker feel about their appearance?,The speaker feels very confident about their appearance.,LibriSpeech/test-clean/7021/85628/7021-85628-0005.wav,
i am going to the court ball answered anders,3.58,Who is going to the court ball?,Anders is going to the court ball.,LibriSpeech/test-clean/7021/85628/7021-85628-0006.wav,
and she took anders hand and walked with him up the broad marble stairs where soldiers were posted at every third step and through the magnificent halls where courtiers in silk and velvet stood bowing wherever he went,16.675,Who took Anders' hand and walked with him up the broad marble stairs?,She took Anders' hand and walked with him up the broad marble stairs.,LibriSpeech/test-clean/7021/85628/7021-85628-0007.wav,
for like as not they must have thought him a prince when they saw his fine cap,7.125,What kind of impression did people have of the person wearing the fine cap?,"Most likely, people regarded the person wearing the fine cap as a prince.",LibriSpeech/test-clean/7021/85628/7021-85628-0008.wav,
at the farther end of the largest hall a table was set with golden cups and golden plates in long rows,8.54,What was set on the table at the farther end of the largest hall?,Golden cups and golden plates were set on the table.,LibriSpeech/test-clean/7021/85628/7021-85628-0009.wav,
on huge silver platters were pyramids of tarts and cakes and red wine sparkled in glittering decanters,8.015,What was displayed on huge silver platters?,Pyramids of tarts and cakes.,LibriSpeech/test-clean/7021/85628/7021-85628-0010.wav,
the princess sat down under a blue canopy with bouquets of roses and she let anders sit in a golden chair by her side,8.995,Where did the princess sit and what was next to her?,"The princess sat down under a blue canopy with bouquets of roses, and there was a golden chair next to her for Anders to sit.",LibriSpeech/test-clean/7021/85628/7021-85628-0011.wav,
but you must not eat with your cap on your head she said and was going to take it off,5.33,What did the person say about eating with their cap on their head?,"""You must not eat with your cap on your head,"" she said.",LibriSpeech/test-clean/7021/85628/7021-85628-0012.wav,
the princess certainly was beautiful and he would have dearly liked to be kissed by her but the cap which his mother had made he would not give up on any condition,12.13,How did the boy feel about the princess?,The boy thought that the princess was beautiful and wished to be kissed by her.,LibriSpeech/test-clean/7021/85628/7021-85628-0013.wav,
he only shook his head,2.295,What was his response?,He only shook his head.,LibriSpeech/test-clean/7021/85628/7021-85628-0014.wav,
well but now said the princess and she filled his pockets with cakes and put her own heavy gold chain around his neck and bent down and kissed him,11.545,What did the princess do after saying something and why did she do it?,"The princess filled his pockets with cakes, put her own heavy gold chain around his neck, and kissed him. She did it to show her appreciation and possibly as a gesture of affection towards the person she was speaking to.",LibriSpeech/test-clean/7021/85628/7021-85628-0015.wav,
that is a very fine cap you have he said,4.28,What did the person say about the cap?,"They said, ""That is a very fine cap you have.""",LibriSpeech/test-clean/7021/85628/7021-85628-0016.wav,
so it is said anders,2.155,"Who is the person being referred to as ""anders"" in the English text?","The identity of ""anders"" is not specified in the given English text.",LibriSpeech/test-clean/7021/85628/7021-85628-0017.wav,
and it is made of mother's best yarn and she knitted it herself and everybody wants to get it away from me,8.22,What can you tell me about the author's sweater? ,The sweater is made of the author's mother's best yarn and she knitted it herself.,LibriSpeech/test-clean/7021/85628/7021-85628-0018.wav,
with one jump anders got out of his chair,3.255,How did Anders react to something?,"With one jump, Anders got out of his chair.",LibriSpeech/test-clean/7021/85628/7021-85628-0019.wav,
he darted like an arrow through all the halls down all the stairs and across the yard,6.45,How did he move through the building and outdoors?,"He darted like an arrow through all the halls, down all the stairs, and across the yard.",LibriSpeech/test-clean/7021/85628/7021-85628-0020.wav,
he still held on to it with both hands as he rushed into his mother's cottage,5.365,How did the person enter their mother's cottage?,He rushed into his mother's cottage while still holding on to something with both hands.,LibriSpeech/test-clean/7021/85628/7021-85628-0021.wav,
and all his brothers and sisters stood round and listened with their mouths open,5.145,How did the siblings react to the speaker?,They stood round and listened with their mouths open.,LibriSpeech/test-clean/7021/85628/7021-85628-0022.wav,
but when his big brother heard that he had refused to give his cap for a king's golden crown he said that anders was a stupid,9.03,How did Anders' big brother react when he found out that Anders refused to give his cap for a king's golden crown?,Anders' big brother said that Anders was stupid.,LibriSpeech/test-clean/7021/85628/7021-85628-0023.wav,
anders face grew red,2.165,What happened to Anders' face?,Anders' face grew red.,LibriSpeech/test-clean/7021/85628/7021-85628-0024.wav,
but his mother hugged him close,2.775,How did the mother respond to her son?,She hugged him close.,LibriSpeech/test-clean/7021/85628/7021-85628-0025.wav,
no my little son she said,2.74,What was the mother's response to her little son?,"""No, my little son,"" she said.",LibriSpeech/test-clean/7021/85628/7021-85628-0026.wav,
if you dressed in silk and gold from top to toe you could not look any nicer than in your little red cap,8.5,How would an individual appear if they were fully adorned in silk and gold?,They would not be able to look any more attractive than when they wore their small red cap.,LibriSpeech/test-clean/7021/85628/7021-85628-0027.wav,
to such persons these indirect modes of training children in habits of subordination to their will or rather of yielding to their influence are specially useful,11.125,Which individuals benefit from utilizing indirect methods to train children to be submissive or yield to their influence?,"The individuals who find these indirect methods of training children in habits of subordination to their will or rather of yielding to their influence especially useful are referred to as ""such persons.""",LibriSpeech/test-clean/7021/79740/7021-79740-0000.wav,
della had a young sister named maria and a cousin whose name was jane,5.995,Who is Della's cousin?,Della's cousin's name is Jane.,LibriSpeech/test-clean/7021/79740/7021-79740-0001.wav,
now delia contrived to obtain a great influence and ascendency over the minds of the children by means of these dolls,9.225,How did Delia manage to gain a significant influence over the children's minds?,Delia achieved a strong hold on the children's minds by using these dolls.,LibriSpeech/test-clean/7021/79740/7021-79740-0002.wav,
to give an idea of these conversations i will report one of them in full,4.985,What does the text talk about?,The text talks about conversations and gives an example of one of them.,LibriSpeech/test-clean/7021/79740/7021-79740-0003.wav,
you have come andella andella was the name of jane's doll to make rosalie a visit,6.465,Who has come to make Rosalie a visit?,"Andella, the name of Jane's doll, has come to make Rosalie a visit.",LibriSpeech/test-clean/7021/79740/7021-79740-0004.wav,
i am very glad,2.11,How do you feel?,I am very glad.,LibriSpeech/test-clean/7021/79740/7021-79740-0005.wav,
i expect you have been a very good girl andella since you were here last,5.965,"Who is the speaker referring to when mentioning ""you"" in the text?",Andella,LibriSpeech/test-clean/7021/79740/7021-79740-0006.wav,
then turning to jane she asked in a somewhat altered tone has she been a good girl jane,6.99,How did the speaker inquire about someone's behavior?,"Turning to Jane, the speaker asked in a somewhat altered tone, ""Has she been a good girl, Jane?""",LibriSpeech/test-clean/7021/79740/7021-79740-0007.wav,
for instance one day the children had been playing upon the piazza with blocks and other playthings and finally had gone into the house leaving all the things on the floor of the piazza instead of putting them away in their places as they ought to have done,18.415,What did the children do at the end of their playtime on the piazza?,"The children went into the house, leaving all their playthings on the floor of the piazza instead of putting them away in their places.",LibriSpeech/test-clean/7021/79740/7021-79740-0008.wav,
they were now playing with their dolls in the parlor,3.635,Where were they playing with their dolls?,They were playing with their dolls in the parlor.,LibriSpeech/test-clean/7021/79740/7021-79740-0009.wav,
delia came to the parlor and with an air of great mystery beckoned the children aside and said to them in a whisper leave andella and rosalie here and don't say a word to them,12.025,What did Delia do when she arrived at the parlor?,Delia came to the parlor and beckoned the children aside with an air of great mystery.,LibriSpeech/test-clean/7021/79740/7021-79740-0010.wav,
so saying she led the way on tiptoe followed by the children out of the room and round by a circuitous route to the piazza there,10.315,Where did she lead the children?,She led the children to the piazza.,LibriSpeech/test-clean/7021/79740/7021-79740-0011.wav,
said she pointing to the playthings see,3.26,"What did she do while saying ""said she pointing to the playthings see""?","She pointed to the toys and said, ""see.""",LibriSpeech/test-clean/7021/79740/7021-79740-0012.wav,
put these playthings all away quick and carefully and we will not let them know any thing about your leaving them out,7.365,What is the speaker telling someone to do with their playthings?,The speaker is telling someone to put their playthings away quickly and carefully.,LibriSpeech/test-clean/7021/79740/7021-79740-0013.wav,
and this method of treating the case was much more effectual in making them disposed to avoid committing a similar fault another time than any direct rebukes or expressions of displeasure addressed personally to them would have been,14.175,Did direct rebukes or expressions of displeasure help in preventing them from committing the same fault again?,"No, the method described in the text was much more effectual in making them avoid committing the same fault again than direct rebukes or expressions of displeasure would have been.",LibriSpeech/test-clean/7021/79740/7021-79740-0014.wav,
the three modes of management,2.44,What are the three modes of management?,The three modes of management refer to different approaches or styles of managing and leading a team or organization.,LibriSpeech/test-clean/7021/79730/7021-79730-0000.wav,
to suppose that the object of this work is to aid in effecting such a substitution as that is entirely to mistake its nature and design,11.49,What is the misconception about the nature and design of this work?,To believe that the purpose of this work is solely to assist in achieving a substitution is completely wrong and misinterprets its true nature and purpose.,LibriSpeech/test-clean/7021/79730/7021-79730-0001.wav,
by reason and affection,2.69,What are the two factors that influence decision making? ,Reason and affection.,LibriSpeech/test-clean/7021/79730/7021-79730-0002.wav,
as the chaise drives away mary stands bewildered and perplexed on the door step her mind in a tumult of excitement in which hatred of the doctor distrust and suspicion of her mother disappointment vexation and ill humor surge and swell among those delicate organizations on which the structure and development of the soul so closely depend doing perhaps an irreparable injury,32.88,How would you describe Mary's state of mind as the chaise drives away in the given text?,What emotions and thoughts are overwhelming Mary's mind as the chaise drives away?,LibriSpeech/test-clean/7021/79730/7021-79730-0003.wav,
the mother as soon as the chaise is so far turned that mary can no longer watch the expression of her countenance goes away from the door with a smile of complacency and satisfaction upon her face at the ingenuity and success of her little artifice,17.945,How does Mary's mother react after turning the chaise so that Mary can no longer see her face?,"With a smile of complacency and satisfaction, as she is pleased with the cleverness and success of her little trick.",LibriSpeech/test-clean/7021/79730/7021-79730-0004.wav,
so you will be a good girl i know and not make any trouble but will stay at home contentedly won't you,8.01,What is the expectation placed upon the person being addressed in the text?,The expectation placed upon the person being addressed is to be a well-behaved and obedient girl who remains content staying at home without causing any trouble.,LibriSpeech/test-clean/7021/79730/7021-79730-0005.wav,
the mother in managing the case in this way relies partly on convincing the reason of the child and partly on an appeal to her affection,11.34,How does the mother manage the case with her child?,The mother manages the case by relying partly on reasoning with the child and partly on appealing to her affection.,LibriSpeech/test-clean/7021/79730/7021-79730-0006.wav,
if you should not be a good girl but should show signs of making us any trouble i shall have to send you out somewhere to the back part of the house until we are gone,12.455,What actions might result in being sent to the back part of the house?,Showing signs of making trouble or not behaving like a good girl would lead to being sent to the back part of the house.,LibriSpeech/test-clean/7021/79730/7021-79730-0007.wav,
but this last supposition is almost always unnecessary for if mary has been habitually managed on this principle she will not make any trouble,11.765,What is the likelihood of Mary causing trouble?,"If Mary has been consistently managed on the mentioned principle, it is highly unlikely that she will cause any trouble.",LibriSpeech/test-clean/7021/79730/7021-79730-0008.wav,
